"","DATE","CAMERA.ID","ADDRESS","VIOLATIONS","LATITUDE","LONGITUDE","LOCATION","date","count"
"51353","11/25/2015","CHI008","3655 W JACKSON",18,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-25,1
"51357","11/25/2015","CHI013","5330 S COTTAGE GROVE",33,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-25,1
"51361","11/25/2015","CHI019","2917 W ROOSEVELT",43,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-25,1
"51370","11/25/2015","CHI045","445 W 127TH",122,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-25,1
"51419","11/26/2015","CHI003","4124 W FOSTER AVE",167,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-26,1
"51421","11/26/2015","CHI005","2080 W PERSHING",6,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-26,1
"51423","11/26/2015","CHI008","3655 W JACKSON",27,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-26,1
"51427","11/26/2015","CHI013","5330 S COTTAGE GROVE",53,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-26,1
"51431","11/26/2015","CHI019","2917 W ROOSEVELT",21,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-26,1
"51440","11/26/2015","CHI045","445 W 127TH",174,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-26,1
"51487","11/27/2015","CHI003","4124 W FOSTER AVE",136,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-27,1
"51489","11/27/2015","CHI005","2080 W PERSHING",8,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-27,1
"51491","11/27/2015","CHI008","3655 W JACKSON",15,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-27,1
"51495","11/27/2015","CHI013","5330 S COTTAGE GROVE",34,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-27,1
"51499","11/27/2015","CHI019","2917 W ROOSEVELT",20,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-27,1
"51508","11/27/2015","CHI045","445 W 127TH",134,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-27,1
"51553","11/28/2015","CHI003","4124 W FOSTER AVE",181,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-28,1
"51555","11/28/2015","CHI005","2080 W PERSHING",16,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-28,1
"51557","11/28/2015","CHI008","3655 W JACKSON",28,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-28,1
"51561","11/28/2015","CHI013","5330 S COTTAGE GROVE",57,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-28,1
"51565","11/28/2015","CHI019","2917 W ROOSEVELT",25,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-28,1
"51574","11/28/2015","CHI045","445 W 127TH",175,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-28,1
"51623","11/29/2015","CHI003","4124 W FOSTER AVE",192,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-29,1
"51625","11/29/2015","CHI005","2080 W PERSHING",12,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-29,1
"51627","11/29/2015","CHI008","3655 W JACKSON",20,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-29,1
"51631","11/29/2015","CHI013","5330 S COTTAGE GROVE",61,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-29,1
"51635","11/29/2015","CHI019","2917 W ROOSEVELT",26,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-29,1
"51644","11/29/2015","CHI045","445 W 127TH",172,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-29,1
"51693","11/30/2015","CHI003","4124 W FOSTER AVE",110,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-30,1
"51695","11/30/2015","CHI005","2080 W PERSHING",6,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-30,1
"51697","11/30/2015","CHI008","3655 W JACKSON",9,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-30,1
"51701","11/30/2015","CHI013","5330 S COTTAGE GROVE",34,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-30,1
"51705","11/30/2015","CHI019","2917 W ROOSEVELT",27,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-30,1
"51728","11/30/2015","CHI045","445 W 127TH",129,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-30,1
"51823","12/01/2015","CHI003","4124 W FOSTER AVE",117,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-01,1
"51825","12/01/2015","CHI005","2080 W PERSHING",8,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-01,1
"51827","12/01/2015","CHI008","3655 W JACKSON",17,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-01,1
"51831","12/01/2015","CHI013","5330 S COTTAGE GROVE",30,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-01,1
"51835","12/01/2015","CHI019","2917 W ROOSEVELT",36,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-01,1
"51858","12/01/2015","CHI045","445 W 127TH",139,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-01,1
"51956","12/02/2015","CHI003","4124 W FOSTER AVE",89,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-02,1
"51958","12/02/2015","CHI005","2080 W PERSHING",10,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-02,1
"51960","12/02/2015","CHI008","3655 W JACKSON",18,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-02,1
"51964","12/02/2015","CHI013","5330 S COTTAGE GROVE",27,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-02,1
"51968","12/02/2015","CHI019","2917 W ROOSEVELT",17,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-02,1
"51991","12/02/2015","CHI045","445 W 127TH",120,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-02,1
"52084","12/03/2015","CHI003","4124 W FOSTER AVE",116,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-03,1
"52086","12/03/2015","CHI005","2080 W PERSHING",6,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-03,1
"52088","12/03/2015","CHI008","3655 W JACKSON",23,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-03,1
"52092","12/03/2015","CHI013","5330 S COTTAGE GROVE",27,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-03,1
"52096","12/03/2015","CHI019","2917 W ROOSEVELT",38,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-03,1
"52119","12/03/2015","CHI045","445 W 127TH",134,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-03,1
"52218","12/04/2015","CHI003","4124 W FOSTER AVE",110,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-04,1
"52220","12/04/2015","CHI005","2080 W PERSHING",7,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-04,1
"52222","12/04/2015","CHI008","3655 W JACKSON",26,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-04,1
"52226","12/04/2015","CHI013","5330 S COTTAGE GROVE",37,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-04,1
"52230","12/04/2015","CHI019","2917 W ROOSEVELT",31,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-04,1
"52253","12/04/2015","CHI045","445 W 127TH",127,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-04,1
"52352","12/05/2015","CHI003","4124 W FOSTER AVE",181,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-05,1
"52354","12/05/2015","CHI005","2080 W PERSHING",6,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-05,1
"52356","12/05/2015","CHI008","3655 W JACKSON",32,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-05,1
"52360","12/05/2015","CHI013","5330 S COTTAGE GROVE",53,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-05,1
"52364","12/05/2015","CHI019","2917 W ROOSEVELT",35,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-05,1
"52373","12/05/2015","CHI045","445 W 127TH",185,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-05,1
"52425","12/06/2015","CHI003","4124 W FOSTER AVE",152,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-06,1
"52427","12/06/2015","CHI005","2080 W PERSHING",18,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-06,1
"52429","12/06/2015","CHI008","3655 W JACKSON",16,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-06,1
"52433","12/06/2015","CHI013","5330 S COTTAGE GROVE",62,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-06,1
"52437","12/06/2015","CHI019","2917 W ROOSEVELT",32,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-06,1
"52446","12/06/2015","CHI045","445 W 127TH",194,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-06,1
"52497","12/07/2015","CHI003","4124 W FOSTER AVE",107,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-07,1
"52499","12/07/2015","CHI005","2080 W PERSHING",6,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-07,1
"52501","12/07/2015","CHI008","3655 W JACKSON",18,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-07,1
"52505","12/07/2015","CHI013","5330 S COTTAGE GROVE",43,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-07,1
"52509","12/07/2015","CHI019","2917 W ROOSEVELT",21,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-07,1
"52532","12/07/2015","CHI045","445 W 127TH",100,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-07,1
"52633","12/08/2015","CHI003","4124 W FOSTER AVE",107,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-08,1
"52635","12/08/2015","CHI005","2080 W PERSHING",4,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-08,1
"52637","12/08/2015","CHI008","3655 W JACKSON",17,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-08,1
"52641","12/08/2015","CHI013","5330 S COTTAGE GROVE",37,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-08,1
"52645","12/08/2015","CHI019","2917 W ROOSEVELT",31,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-08,1
"52668","12/08/2015","CHI045","445 W 127TH",125,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-08,1
"52769","12/09/2015","CHI003","4124 W FOSTER AVE",138,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-09,1
"52771","12/09/2015","CHI005","2080 W PERSHING",6,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-09,1
"52773","12/09/2015","CHI008","3655 W JACKSON",18,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-09,1
"52777","12/09/2015","CHI013","5330 S COTTAGE GROVE",44,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-09,1
"52781","12/09/2015","CHI019","2917 W ROOSEVELT",28,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-09,1
"52804","12/09/2015","CHI045","445 W 127TH",130,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-09,1
"52907","12/10/2015","CHI003","4124 W FOSTER AVE",132,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-10,1
"52909","12/10/2015","CHI005","2080 W PERSHING",13,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-10,1
"52911","12/10/2015","CHI008","3655 W JACKSON",18,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-10,1
"52915","12/10/2015","CHI013","5330 S COTTAGE GROVE",48,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-10,1
"52919","12/10/2015","CHI019","2917 W ROOSEVELT",36,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-10,1
"52942","12/10/2015","CHI045","445 W 127TH",137,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-10,1
"53044","12/11/2015","CHI003","4124 W FOSTER AVE",140,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-11,1
"53046","12/11/2015","CHI005","2080 W PERSHING",11,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-11,1
"53048","12/11/2015","CHI008","3655 W JACKSON",13,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-11,1
"53052","12/11/2015","CHI013","5330 S COTTAGE GROVE",33,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-11,1
"53056","12/11/2015","CHI019","2917 W ROOSEVELT",24,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-11,1
"53079","12/11/2015","CHI045","445 W 127TH",133,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-11,1
"53179","12/12/2015","CHI003","4124 W FOSTER AVE",119,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-12,1
"53181","12/12/2015","CHI005","2080 W PERSHING",9,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-12,1
"53183","12/12/2015","CHI008","3655 W JACKSON",22,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-12,1
"53187","12/12/2015","CHI013","5330 S COTTAGE GROVE",57,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-12,1
"53191","12/12/2015","CHI019","2917 W ROOSEVELT",31,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-12,1
"53200","12/12/2015","CHI045","445 W 127TH",170,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-12,1
"53251","12/13/2015","CHI003","4124 W FOSTER AVE",141,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-13,1
"53253","12/13/2015","CHI005","2080 W PERSHING",10,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-13,1
"53255","12/13/2015","CHI008","3655 W JACKSON",16,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-13,1
"53259","12/13/2015","CHI013","5330 S COTTAGE GROVE",32,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-13,1
"53263","12/13/2015","CHI019","2917 W ROOSEVELT",18,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-13,1
"53272","12/13/2015","CHI045","445 W 127TH",106,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-13,1
"53320","12/14/2015","CHI003","4124 W FOSTER AVE",97,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-14,1
"53322","12/14/2015","CHI005","2080 W PERSHING",7,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-14,1
"53324","12/14/2015","CHI008","3655 W JACKSON",17,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-14,1
"53328","12/14/2015","CHI013","5330 S COTTAGE GROVE",19,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-14,1
"53332","12/14/2015","CHI019","2917 W ROOSEVELT",23,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-14,1
"53355","12/14/2015","CHI045","445 W 127TH",115,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-14,1
"53453","12/15/2015","CHI003","4124 W FOSTER AVE",128,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-15,1
"53455","12/15/2015","CHI005","2080 W PERSHING",7,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-15,1
"53457","12/15/2015","CHI008","3655 W JACKSON",20,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-15,1
"53461","12/15/2015","CHI013","5330 S COTTAGE GROVE",16,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-15,1
"53465","12/15/2015","CHI019","2917 W ROOSEVELT",27,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-15,1
"53488","12/15/2015","CHI045","445 W 127TH",117,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-15,1
"53585","12/16/2015","CHI003","4124 W FOSTER AVE",114,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-16,1
"53587","12/16/2015","CHI005","2080 W PERSHING",9,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-16,1
"53589","12/16/2015","CHI008","3655 W JACKSON",10,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-16,1
"53593","12/16/2015","CHI013","5330 S COTTAGE GROVE",21,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-16,1
"53597","12/16/2015","CHI019","2917 W ROOSEVELT",21,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-16,1
"53620","12/16/2015","CHI045","445 W 127TH",100,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-16,1
"53717","12/17/2015","CHI003","4124 W FOSTER AVE",117,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-17,1
"53719","12/17/2015","CHI005","2080 W PERSHING",5,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-17,1
"53721","12/17/2015","CHI008","3655 W JACKSON",24,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-17,1
"53725","12/17/2015","CHI013","5330 S COTTAGE GROVE",25,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-17,1
"53729","12/17/2015","CHI019","2917 W ROOSEVELT",40,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-17,1
"53752","12/17/2015","CHI045","445 W 127TH",143,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-17,1
"53852","12/18/2015","CHI003","4124 W FOSTER AVE",145,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-18,1
"53854","12/18/2015","CHI005","2080 W PERSHING",7,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-18,1
"53856","12/18/2015","CHI008","3655 W JACKSON",23,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-18,1
"53860","12/18/2015","CHI013","5330 S COTTAGE GROVE",39,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-18,1
"53864","12/18/2015","CHI019","2917 W ROOSEVELT",29,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-18,1
"53887","12/18/2015","CHI045","445 W 127TH",176,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-18,1
"53987","12/19/2015","CHI003","4124 W FOSTER AVE",148,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-19,1
"53989","12/19/2015","CHI005","2080 W PERSHING",9,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-19,1
"53991","12/19/2015","CHI008","3655 W JACKSON",32,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-19,1
"53995","12/19/2015","CHI013","5330 S COTTAGE GROVE",56,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-19,1
"53999","12/19/2015","CHI019","2917 W ROOSEVELT",50,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-19,1
"54007","12/19/2015","CHI045","445 W 127TH",225,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-19,1
"54059","12/20/2015","CHI003","4124 W FOSTER AVE",147,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-20,1
"54061","12/20/2015","CHI005","2080 W PERSHING",6,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-20,1
"54063","12/20/2015","CHI008","3655 W JACKSON",30,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-20,1
"54067","12/20/2015","CHI013","5330 S COTTAGE GROVE",67,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-20,1
"54071","12/20/2015","CHI019","2917 W ROOSEVELT",39,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-20,1
"54079","12/20/2015","CHI045","445 W 127TH",180,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-20,1
"54131","12/21/2015","CHI003","4124 W FOSTER AVE",85,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-21,1
"54133","12/21/2015","CHI005","2080 W PERSHING",8,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-21,1
"54135","12/21/2015","CHI008","3655 W JACKSON",2,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-21,1
"54139","12/21/2015","CHI013","5330 S COTTAGE GROVE",21,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-21,1
"54143","12/21/2015","CHI019","2917 W ROOSEVELT",22,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-21,1
"54151","12/21/2015","CHI045","445 W 127TH",105,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-21,1
"54199","12/22/2015","CHI003","4124 W FOSTER AVE",128,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-22,1
"54201","12/22/2015","CHI005","2080 W PERSHING",7,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-22,1
"54203","12/22/2015","CHI008","3655 W JACKSON",20,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-22,1
"54207","12/22/2015","CHI013","5330 S COTTAGE GROVE",38,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-22,1
"54211","12/22/2015","CHI019","2917 W ROOSEVELT",32,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-22,1
"54220","12/22/2015","CHI045","445 W 127TH",123,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-22,1
"54271","12/23/2015","CHI003","4124 W FOSTER AVE",84,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-23,1
"54273","12/23/2015","CHI005","2080 W PERSHING",4,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-23,1
"54275","12/23/2015","CHI008","3655 W JACKSON",17,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-23,1
"54279","12/23/2015","CHI013","5330 S COTTAGE GROVE",25,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-23,1
"54283","12/23/2015","CHI019","2917 W ROOSEVELT",42,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-23,1
"54292","12/23/2015","CHI045","445 W 127TH",97,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-23,1
"54345","12/24/2015","CHI003","4124 W FOSTER AVE",166,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-24,1
"54347","12/24/2015","CHI005","2080 W PERSHING",12,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-24,1
"54349","12/24/2015","CHI008","3655 W JACKSON",27,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-24,1
"54353","12/24/2015","CHI013","5330 S COTTAGE GROVE",68,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-24,1
"54357","12/24/2015","CHI019","2917 W ROOSEVELT",48,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-24,1
"54366","12/24/2015","CHI045","445 W 127TH",197,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-24,1
"54421","12/25/2015","CHI003","4124 W FOSTER AVE",181,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-12-25,1
"54423","12/25/2015","CHI005","2080 W PERSHING",17,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-12-25,1
"54425","12/25/2015","CHI008","3655 W JACKSON",37,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-12-25,1
"54429","12/25/2015","CHI013","5330 S COTTAGE GROVE",82,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-12-25,1
"54433","12/25/2015","CHI019","2917 W ROOSEVELT",23,41.866364,-87.699143,"(41.866364, -87.699143)",2015-12-25,1
"54442","12/25/2015","CHI045","445 W 127TH",230,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-12-25,1
